time_step,bus_voltages,bus_angles,load_p,load_q,gen_p,gen_q
703,"[1.06, 1.0449999999999997, 1.0099999999999998, 1.040081387408476, 1.0391501551846167, 1.0700000000000003, 1.0861005296446484, 1.09, 1.0955677162618076, 1.0910662666948276, 1.080754893768407, 1.0718946596239514, 1.073661131484546, 1.0860084002012655]","[0.0, 1.369942324049192, 1.798981544119918, 1.1265340648839326, 1.104856656444093, 1.2993839205523718, 1.014846509451605, 1.0148465094516053, 0.9578129573836481, 1.0034013996767033, 1.1343068005399253, 1.289200739796834, 1.239234885770256, 1.0740381424182113]","[3.645737923576946e-08, 1.5826198728154253e-07, 8.030703813224794e-08, 1.2768483050315538e-08, 1.881671186362291e-08, 4.9561874997935444e-08, 1.5120572033268423e-08, 5.880222457382162e-09, 1.0248387711437457e-08, 2.268085804990264e-08, 2.5032947032855494e-08]","[2.1336807202501026e-08, 3.192120762578881e-08, -6.552247881082987e-09, 2.688101694803272e-09, 1.2600476694390367e-08, 2.7889055083583954e-08, 9.744368643661873e-09, 3.024114406653672e-09, 2.688101694803272e-09, 9.744368643661873e-09, 8.40031779626022e-09]","[40.0, 0.0, 0.0, 0.0]","[-23.117412382794235, -38.485602039162586, -27.889071594349236, 2.412956393603853]"
704,"[1.06, 1.0449999999999997, 1.01, 1.0400813874058505, 1.0391501551825613, 1.0699999999999998, 1.086100529641451, 1.0900000000000003, 1.0955677162563562, 1.0910662666892015, 1.0807548937650129, 1.07189465962143, 1.0736611314810764, 1.086008400193984]","[0.0, 1.3699423230927215, 1.7989815419059527, 1.1265340631377128, 1.1048566549354664, 1.2993839181887814, 1.0148465072566089, 1.014846507256609, 0.9578129549593434, 1.0034013972222375, 1.134306798112243, 1.2892007373024954, 1.239234883270879, 1.0740381398154257]","[3.9901756027646756e-08, 1.7321407455319416e-07, 8.789419069684401e-08, 1.397480856267809e-08, 2.0594454723946674e-08, 5.424432271039536e-08, 1.6549115403171445e-08, 6.435767101233338e-09, 1.1216622662149505e-08, 2.4823673104757176e-08, 2.7397979945250502e-08]","[2.3352640624475297e-08, 3.493702140669519e-08, -7.171283341374297e-09, 2.9420649605638095e-09, 1.3790929502642888e-08, 3.052392396584953e-08, 1.0664985482043822e-08, 3.3098230806342756e-09, 2.9420649605638095e-09, 1.0664985482043822e-08, 9.193953001761899e-09]","[40.0, 0.0, 0.0, 0.0]","[-23.11741237664958, -38.48560203059843, -27.889071589126416, 2.4129563955826114]"
705,"[1.06, 1.045, 1.0100000000000002, 1.0400813874113486, 1.0391501551868656, 1.0700000000000003, 1.0861005296481472, 1.0900000000000003, 1.0955677162677722, 1.0910662667009838, 1.0807548937721205, 1.071894659626708, 1.0736611314883413, 1.0860084002092314]","[0.0, 1.369942325095439, 1.7989815465416914, 1.1265340667940644, 1.104856658094337, 1.29938392313786, 1.0148465118526313, 1.0148465118526315, 0.9578129600355032, 1.0034014023615518, 1.134306803195498, 1.2892007425253422, 1.2392348885042723, 1.0740381452653185]","[3.26897562379489e-08, 1.4190668376104962e-07, 7.200785014626531e-08, 1.1448946885180229e-08, 1.687213225184456e-08, 4.4439991199054946e-08, 1.3557963416660815e-08, 5.2725413287014265e-09, 9.18928631573675e-09, 2.033694512499123e-08, 2.244596165647179e-08]","[1.9131792821288068e-08, 2.862236721295054e-08, -5.875117480553023e-09, 2.4103046074063647e-09, 1.129830284721736e-08, 2.500691030184104e-08, 8.737354201848081e-09, 2.711592683332152e-09, 2.4103046074063647e-09, 8.737354201848081e-09, 7.532201898144884e-09]","[40.0, 0.0, 0.0, 0.0]","[-23.11741238951532, -38.48560204853068, -27.889071600062863, 2.412956391439053]"
706,"[1.06, 1.045, 1.0099999999999998, 1.0400813874133177, 1.0391501551884077, 1.0699999999999998, 1.0861005296505453, 1.0899999999999999, 1.0955677162718604, 1.0910662667052033, 1.0807548937746656, 1.071894659628599, 1.0736611314909432, 1.086008400214692]","[0.0, 1.3699423258126548, 1.7989815482018527, 1.1265340681034692, 1.1048566592255769, 1.2993839249101966, 1.0148465134985454, 1.0148465134985456, 0.9578129618533616, 1.003401404202027, 1.1343068050159024, 1.289200744395713, 1.2392348903784158, 1.0740381472170073]","[3.010696981488443e-08, 1.3069477219180202e-07, 6.63185786705749e-08, 1.0544376525028618e-08, 1.5539081194779028e-08, 4.0928829932676975e-08, 1.2486761674376012e-08, 4.855962873368447e-09, 8.463249579299274e-09, 1.8730142511564025e-08, 2.0672527660911394e-08]","[1.7620208140508398e-08, 2.6360941312571517e-08, -5.410930058896275e-09, 2.2198687421112886e-09, 1.040563472864669e-08, 2.3031138199404626e-08, 8.047024190153431e-09, 2.497352334875192e-09, 2.2198687421112886e-09, 8.047024190153431e-09, 6.937089819097772e-09]","[40.0, 0.0, 0.0, 0.0]","[-23.117412394123903, -38.48560205495341, -27.889071603980017, 2.4129563899548625]"
707,"[1.06, 1.0449999999999995, 1.0100000000000002, 1.0400813874134542, 1.039150155188514, 1.0700000000000003, 1.0861005296507114, 1.09, 1.0955677162721438, 1.0910662667054956, 1.0807548937748424, 1.0718946596287295, 1.0736611314911237, 1.0860084002150705]","[0.0, 1.3699423258624033, 1.798981548316998, 1.1265340681942917, 1.1048566593040394, 1.2993839250331316, 1.0148465136127136, 1.0148465136127136, 0.9578129619794578, 1.003401404329693, 1.1343068051421685, 1.2892007445254445, 1.2392348905084092, 1.0740381473523886]","[2.992779168338883e-08, 1.299169574458626e-07, 6.592389135787952e-08, 1.0481622893721403e-08, 1.5446602159168394e-08, 4.068524675852397e-08, 1.2412448163617468e-08, 4.8270631747401245e-09, 8.412881533118483e-09, 1.861867224542621e-08, 2.0549497515322246e-08]","[1.751534351977134e-08, 2.6204057234303477e-08, -5.378727537567572e-09, 2.2066574513097697e-09, 1.034370680301457e-08, 2.2894071057338866e-08, 7.999133260997923e-09, 2.482489632723483e-09, 2.2066574513097697e-09, 7.999133260997923e-09, 6.895804535343025e-09]","[40.0, 0.0, 0.0, 0.0]","[-23.11741239444451, -38.485602055398225, -27.889071604250912, 2.4129563898523116]"
708,"[1.06, 1.0449999999999995, 1.0099999999999998, 1.0400813874060164, 1.0391501551826914, 1.07, 1.086100529641653, 1.0899999999999999, 1.0955677162567006, 1.0910662666895574, 1.0807548937652276, 1.0718946596215895, 1.0736611314812958, 1.0860084001944446]","[0.0, 1.3699423231532144, 1.798981542045978, 1.126534063248156, 1.1048566550308798, 1.2993839183382792, 1.0148465073954507, 1.0148465073954507, 0.9578129551126952, 1.00340139737749, 1.1343067982657922, 1.2892007374602745, 1.2392348834289768, 1.074038139980065]","[3.9683950650115605e-08, 1.7226857839819712e-07, 8.741441663942514e-08, 1.3898526494971325e-08, 2.0482039045220915e-08, 5.394822784232304e-08, 1.645878137562396e-08, 6.4006372016315375e-09, 1.1155396265700653e-08, 2.468817206343595e-08, 2.7248426944088547e-08]","[2.322516927449162e-08, 3.474631623742827e-08, -7.132138596103719e-09, 2.9260055778887006e-09, 1.3715651146353317e-08, 3.035730787059528e-08, 1.0606770219846551e-08, 3.291756275124778e-09, 2.9260055778887006e-09, 1.0606770219846551e-08, 9.143767430902183e-09]","[40.0, 0.0, 0.0, 0.0]","[-23.117412377037965, -38.48560203113987, -27.889071589456787, 2.412956395457421]"
709,"[1.06, 1.0449999999999997, 1.0099999999999998, 1.0400813874044337, 1.039150155181452, 1.0699999999999998, 1.086100529639725, 1.0899999999999999, 1.095567716253414, 1.0910662666861655, 1.0807548937631812, 1.0718946596200698, 1.0736611314792044, 1.086008400190055]","[0.0, 1.3699423225766998, 1.7989815407115115, 1.126534062195627, 1.1048566541215616, 1.299383916913626, 1.0148465060724239, 1.0148465060724239, 0.9578129536514532, 1.003401395898071, 1.134306796802518, 1.2892007359568176, 1.23923488192248, 1.0740381384112394]","[4.1760006739256985e-08, 1.8128076658239605e-07, 9.198748028278725e-08, 1.4625624480108395e-08, 2.1553551865422914e-08, 5.677051607410509e-08, 1.731981846328628e-08, 6.735484957944662e-09, 1.173898806956067e-08, 2.5979727694929432e-08, 2.8673921678107278e-08]","[2.4440188275970676e-08, 3.6564061200270947e-08, -7.505254667424058e-09, 3.0790788379175574e-09, 1.4433182052738585e-08, 3.194544294339467e-08, 1.1161660787451158e-08, 3.4639636926572414e-09, 3.0790788379175574e-09, 1.1161660787451158e-08, 9.62212136849236e-09]","[40.0, 0.0, 0.0, 0.0]","[-23.11741237333388, -38.485602025977514, -27.889071586308038, 2.4129563966503067]"
710,"[1.06, 1.0450000000000004, 1.0100000000000002, 1.040081387404124, 1.0391501551812092, 1.07, 1.0861005296393473, 1.0900000000000003, 1.0955677162527697, 1.0910662666855002, 1.08075489376278, 1.071894659619772, 1.0736611314787943, 1.0860084001891943]","[0.0, 1.3699423224636336, 1.7989815404497889, 1.1265340619891975, 1.1048566539432163, 1.2993839166342063, 1.0148465058129421, 1.0148465058129421, 0.9578129533648644, 1.0034013956079142, 1.1343067965155222, 1.2892007356619413, 1.2392348816270102, 1.0740381381035509]","[4.216716273218112e-08, 1.830482363765644e-07, 9.288434924415931e-08, 1.4768222892376755e-08, 2.1763696894028917e-08, 5.732402306909412e-08, 1.7488685004130388e-08, 6.8011552793840385e-09, 1.185344205835501e-08, 2.6233027506195597e-08, 2.8953489617949192e-08]","[2.46784777280507e-08, 3.6920557230941844e-08, -7.578430168456506e-09, 3.1090995562898435e-09, 1.4573904170108677e-08, 3.2256907896507145e-08, 1.1270485891550695e-08, 3.4977370008260633e-09, 3.1090995562898435e-09, 1.1270485891550695e-08, 9.715936113405754e-09]","[40.0, 0.0, 0.0, 0.0]","[-23.117412372606346, -38.48560202496541, -27.889071585691134, 2.4129563968842405]"
711,"[1.06, 1.045, 1.01, 1.0400813874017505, 1.039150155179351, 1.07, 1.0861005296364565, 1.0899999999999999, 1.0955677162478412, 1.0910662666804138, 1.0807548937597116, 1.0718946596174934, 1.0736611314756577, 1.086008400182612]","[0.0, 1.3699423215990203, 1.7989815384484573, 1.126534060410682, 1.1048566525794776, 1.2993839144976105, 1.014846503828752, 1.014846503828752, 0.9578129511733896, 1.0034013933891754, 1.1343067943209746, 1.289200733407153, 1.2392348793676675, 1.0740381357507314]","[4.528075301390113e-08, 1.9656437483453785e-07, 9.974285686933058e-08, 1.585869690809436e-08, 2.337071123298118e-08, 6.155678405115589e-08, 1.8780035812217026e-08, 7.30334726030662e-09, 1.2728690939391507e-08, 2.8170053718325557e-08, 3.1091392622448186e-08]","[2.6500717201684073e-08, 3.964674227023585e-08, -8.138015518627384e-09, 3.3386730332830237e-09, 1.565002984351421e-08, 3.463873272031139e-08, 1.2102689745650973e-08, 3.75600716244339e-09, 3.3386730332830237e-09, 1.2102689745650973e-08, 1.043335322900944e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.117412367051777, -38.48560201722375, -27.889071580969688, 2.4129563986727938]"
712,"[1.06, 1.0449999999999997, 1.0100000000000002, 1.0400813874032186, 1.0391501551805007, 1.07, 1.0861005296382455, 1.09, 1.0955677162508906, 1.091066266683561, 1.0807548937616103, 1.0718946596189027, 1.0736611314775983, 1.086008400186685]","[0.0, 1.3699423221340041, 1.7989815396867805, 1.126534061387392, 1.1048566534232964, 1.2993839158196347, 1.014846505056471, 1.014846505056471, 0.9578129525293648, 1.0034013947620255, 1.1343067956788606, 1.2892007348023091, 1.23923488076564, 1.0740381372065335]","[4.3354246186333337e-08, 1.8820138206233116e-07, 9.549921510169276e-08, 1.5183975622863247e-08, 2.2376385128430062e-08, 5.893780011506143e-08, 1.798102376391702e-08, 6.992620352634396e-09, 1.218713832887706e-08, 2.697153564587555e-08, 2.976858378692929e-08]","[2.5373222422416287e-08, 3.795993905715807e-08, -7.791776964364048e-09, 3.1966264469185786e-09, 1.498418646993087e-08, 3.316499938678027e-08, 1.1587770870079859e-08, 3.59620475278339e-09, 3.1966264469185786e-09, 1.1587770870079859e-08, 9.989457646620549e-09]","[40.0, 0.0, 0.0, 0.0]","[-23.117412370489568, -38.4856020220138, -27.88907158389085, 2.4129563975660133]"
713,"[1.06, 1.0449999999999995, 1.0099999999999998, 1.0400813873986232, 1.0391501551769027, 1.07, 1.086100529632648, 1.09, 1.095567716241348, 1.0910662666737125, 1.0807548937556692, 1.0718946596144912, 1.0736611314715254, 1.0860084001739396]","[0.0, 1.369942320459958, 1.7989815358118346, 1.1265340583311028, 1.1048566507828457, 1.299383911682791, 1.0148465012147343, 1.0148465012147343, 0.9578129482862926, 1.0034013904661574, 1.134306791429844, 1.2892007304366426, 1.2392348763911556, 1.0740381326510675]","[4.938263641930235e-08, 2.1437070740545e-07, 1.0877834197431574e-07, 1.7295301234409993e-08, 2.548781234544632e-08, 6.713307715988105e-08, 2.04812777775908e-08, 7.964941357951976e-09, 1.388175493814484e-08, 3.072191666638622e-08, 3.390789320956699e-08]","[2.8901358641711516e-08, 4.323825308602492e-08, -8.875220370289352e-09, 3.6411160493494724e-09, 1.706773148132569e-08, 3.777657901200079e-08, 1.319904567889185e-08, 4.096255555518144e-09, 3.6411160493494724e-09, 1.319904567889185e-08, 1.1378487654217091e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.117412359734683, -38.485602007024255, -27.88907157474865, 2.412956401029735]"
714,"[1.06, 1.0449999999999997, 1.0100000000000002, 1.0400813873950743, 1.0391501551741242, 1.0699999999999998, 1.0861005296283257, 1.0900000000000003, 1.095567716233978, 1.0910662666661062, 1.0807548937510805, 1.0718946596110837, 1.0736611314668358, 1.0860084001640973]","[0.0, 1.369942319167158, 1.7989815328193566, 1.1265340559708497, 1.1048566487437335, 1.2993839084880718, 1.0148464982479164, 1.0148464982479162, 0.9578129450095421, 1.0034013871486416, 1.1343067881485112, 1.2892007270652064, 1.2392348730129108, 1.074038129133066]","[5.403817698711796e-08, 2.3458047337264952e-07, 1.1903340368590958e-07, 1.8925813138345412e-08, 2.7890671993351148e-08, 7.346203783963038e-08, 2.2412147137514323e-08, 8.715834997922235e-09, 1.5190455282093002e-08, 3.3618220706271504e-08, 3.710455470544038e-08]","[3.162602984960361e-08, 4.731453284586346e-08, -9.711930426256214e-09, 3.9843817133358765e-09, 1.867678928126196e-08, 4.1337960275859735e-08, 1.4443383710842567e-08, 4.482429427502847e-09, 3.9843817133358765e-09, 1.4443383710842567e-08, 1.2451192854174601e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.117412351428516, -38.48560199544818, -27.889071567689758, 2.4129564037043902]"
715,"[1.06, 1.0450000000000002, 1.0100000000000002, 1.0400813873906116, 1.0391501551706304, 1.0699999999999998, 1.08610052962289, 1.0899999999999999, 1.0955677162247122, 1.0910662666565436, 1.0807548937453113, 1.0718946596067997, 1.0736611314609392, 1.0860084001517223]","[0.0, 1.3699423175417886, 1.7989815290570979, 1.1265340530034471, 1.1048566461800688, 1.2993839044715145, 1.0148464945179068, 1.0148464945179072, 0.9578129408898676, 1.0034013829777104, 1.1343067840230603, 1.2892007228264708, 1.2392348687656258, 1.0740381247100783]","[5.989126055577612e-08, 2.599887900624005e-07, 1.3192637117816119e-07, 2.0975741024142734e-08, 3.0911618351368255e-08, 8.141899476476474e-08, 2.4839693318063784e-08, 9.65988073480258e-09, 1.6835792137798744e-08, 3.7259539977095696e-08, 4.1123492271016716e-08]","[3.50515672377123e-08, 5.2439352560356754e-08, -1.0763867104494314e-08, 4.415945478766891e-09, 2.0699744431719847e-08, 4.5815434342206515e-08, 1.600780236053e-08, 4.967938663612737e-09, 4.415945478766891e-09, 1.600780236053e-08, 1.3799829621146521e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.11741234098316, -38.48560198089433, -27.889071558813036, 2.412956407067689]"
716,"[1.06, 1.045, 1.01, 1.0400813873946368, 1.0391501551737814, 1.0699999999999998, 1.086100529627793, 1.0899999999999999, 1.0955677162330701, 1.09106626666517, 1.0807548937505154, 1.0718946596106642, 1.0736611314662583, 1.086008400162885]","[0.0, 1.3699423190079516, 1.7989815324508607, 1.126534055680199, 1.104856648492626, 1.2993839080946552, 1.0148464978825664, 1.0148464978825662, 0.9578129446060234, 1.003401386740096, 1.134306787744431, 1.289200726650031, 1.2392348725969005, 1.0740381286998537]","[5.461142981214672e-08, 2.3706897181125358e-07, 1.2029614493182545e-07, 1.912658371300986e-08, 2.818654441917244e-08, 7.424134467549897e-08, 2.2649901765406433e-08, 8.808295130991389e-09, 1.5351600085442098e-08, 3.3974852648109666e-08, 3.749817070050621e-08]","[3.196152804674025e-08, 4.781645928252458e-08, -9.814957431676127e-09, 4.0266492027389175e-09, 1.8874918137838716e-08, 4.177648547841629e-08, 1.4596603359928593e-08, 4.529980353081269e-09, 4.0266492027389175e-09, 1.4596603359928593e-08, 1.2583278758559105e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.11741235040389, -38.485601994023014, -27.889071566820125, 2.412956404033812]"
717,"[1.06, 1.0450000000000002, 1.0100000000000005, 1.0400813873925396, 1.0391501551721396, 1.0699999999999998, 1.0861005296252386, 1.0899999999999999, 1.0955677162287156, 1.0910662666606754, 1.080754893747804, 1.071894659608651, 1.0736611314634872, 1.086008400157069]","[0.0, 1.3699423182439887, 1.7989815306825006, 1.1265340542854343, 1.1048566472876296, 1.2993839062067531, 1.014846496129347, 1.014846496129347, 0.9578129426696473, 1.0034013847796277, 1.13430678580534, 1.2892007246576869, 1.2392348706005418, 1.074038126620899]","[5.736252168882353e-08, 2.490114996814358e-07, 1.2635615376616422e-07, 2.0090099761984227e-08, 2.960646280713466e-08, 7.798130828664947e-08, 2.3790907612876077e-08, 9.252019627229583e-09, 1.612494849317152e-08, 3.568636141931413e-08, 3.938716927020595e-08]","[3.3571614075947416e-08, 5.022524940496048e-08, -1.0309393298912973e-08, 4.229494686733521e-09, 1.982575634406342e-08, 4.3881007374860294e-08, 1.533191823940903e-08, 4.758181522575196e-09, 4.229494686733521e-09, 1.533191823940903e-08, 1.3217170896042239e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.11741234549534, -38.48560198718208, -27.88907156264825, 2.412956405614459]"
718,"[1.06, 1.0449999999999997, 1.01, 1.0400813873970298, 1.0391501551756557, 1.0700000000000003, 1.086100529630708, 1.09, 1.0955677162380397, 1.0910662666702986, 1.0807548937536093, 1.0718946596129615, 1.0736611314694207, 1.0860084001695218]","[0.0, 1.3699423198796683, 1.7989815344686166, 1.1265340572716698, 1.104856649867557, 1.2993839102488016, 1.0148464998830424, 1.014846499883043, 0.9578129468154871, 1.003401388977056, 1.1343067899569865, 1.2892007289233265, 1.2392348748747866, 1.0740381310719702]","[5.14723725111142e-08, 2.234422806703659e-07, 1.1338153944844505e-07, 1.802719037255608e-08, 2.6566385812187916e-08, 6.997396263031651e-08, 2.1347988599079583e-08, 8.301995566308726e-09, 1.4469192272709458e-08, 3.202198289861939e-08, 3.5342781125142865e-08]","[3.012438391203458e-08, 4.506797593139012e-08, -9.25079505960116e-09, 3.7951979731697e-09, 1.7789990499233006e-08, 3.9375178971635654e-08, 1.375759265274018e-08, 4.269597719815899e-09, 3.7951979731697e-09, 1.375759265274018e-08, 1.1859993666155301e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.11741235600564, -38.48560200182825, -27.889071571579922, 2.412956402230165]"
719,"[1.06, 1.045, 1.0100000000000002, 1.040081387400877, 1.0391501551786675, 1.07, 1.0861005296353934, 1.09, 1.0955677162460289, 1.0910662666785438, 1.0807548937585836, 1.0718946596166554, 1.0736611314745048, 1.0860084001801917]","[0.0, 1.3699423212811392, 1.7989815377126546, 1.1265340598303373, 1.1048566520780938, 1.2993839137120864, 1.014846503099275, 1.0148465030992748, 0.9578129503677115, 1.0034013925734762, 1.1343067935141762, 1.2892007325781805, 1.2392348785370195, 1.074038134885728]","[4.6425464783109815e-08, 2.0153358445018105e-07, 1.0226438786325568e-07, 1.6259609785789572e-08, 2.3961530210637274e-08, 6.311295903694649e-08, 1.9254801062119244e-08, 7.48797819082415e-09, 1.3050476275436343e-08, 2.888220159317888e-08, 3.1877392869508524e-08]","[2.7170663720990538e-08, 4.064902446447386e-08, -8.343747126918345e-09, 3.4230757443767514e-09, 1.6045667551766056e-08, 3.551441084790881e-08, 1.2408649573365738e-08, 3.850960212423833e-09, 3.4230757443767514e-09, 1.2408649573365738e-08, 1.0697111701177337e-08]","[40.0, 0.0, 0.0, 0.0]","[-23.117412365008818, -38.48560201437692, -27.889071579234166, 2.4129563993308647]"
